,file,review,DICE,JACRD,AUC,KAPPA,RNDIND,ADJRIND,ICCORR,VOLSMTY,MUTINF,HDRFDST,AVGDIST,MAHLNBS,VARINFO,GCOERR,PROBDST,SNSVTY,SPCFTY,PRCISON,FMEASR,ACURCY,FALLOUT,TP,FP,TN,FN,REFVOL,SEGVOL
19,dataset/sample_1/00002856_009_s1.png,2,0.275300,0.159622,0.525012,0.047696,0.500014,0,0.373632,0.449128,0.003481,364.544922,0,0.537636,1.610082,0.627069,0.010323,0.177513,0.872511,0.612966,0.275300,0.502668,0.127489,99052,62543,428033,458948,558000,161595
20,dataset/sample_1/00002980_000_s1.png,5,0.105848,0.055882,0.507286,0.016914,0.516748,0.005093,0.165807,0.222852,0.000754,717.798022,0,0.799342,1.263037,0.456750,0.033127,0.059561,0.955011,0.474972,0.105848,0.591512,0.044989,25353,28024,594893,400306,425659,53377
21,dataset/sample_1/00003072_028_s1.png,2,0.241348,0.137235,0.514920,0.023540,0.512416,0,0.304245,0.355600,0.001304,376.628464,0,0.366891,1.522859,0.695833,0.012327,0.146770,0.883070,0.678708,0.241348,0.421206,0.116930,96537,45700,345129,561210,657747,142237
22,dataset/sample_1/00003333_002_s1.png,3,0.211987,0.118560,0.526010,0.038324,0.517819,0,0.267502,0.278069,0.005007,545.022935,0,0.179304,1.408826,0.687650,0.014578,0.123110,0.928910,0.762352,0.211987,0.405608,0.071090,83834,26133,341478,597131,680965,109967
23,dataset/sample_1/00003391_001_s1.png,3,0.097148,0.051054,0.513947,0.030318,0.506721,0.005690,0.150350,0.152380,0.003870,857.870037,0,0.887251,1.215464,0.477746,0.036445,0.052580,0.975314,0.637538,0.097148,0.557972,0.024686,24937,14177,560140,449322,474259,39114
24,dataset/sample_1/00003400_003_s1.png,3,0.090852,0.047588,0.481480,0,0.611408,0.031600,0.109990,0.143653,0.003112,488.829214,0,0.464182,1.122846,0.790529,0.039243,0.048941,0.914020,0.632441,0.090852,0.263982,0.085980,38562,22411,238244,749359,787921,60973
25,dataset/sample_1/00003787_003_s1.png,3,0.089421,0.046803,0.502231,0.004589,0.500547,0.000275,0.123705,0.176006,0.000080,528.219651,0,0.180730,1.271431,0.527987,0.039934,0.049025,0.955437,0.508055,0.089421,0.516548,0.044563,24891,24102,516749,482834,507725,48993
26,dataset/sample_1/00003894_005_s1.png,5,0.296508,0.174059,0.548975,0.107846,0.522179,0.031507,0.420035,0.503849,0.013696,636.592491,0,0.765381,1.541665,0.513719,0.009304,0.198181,0.899769,0.588487,0.296508,0.605308,0.100231,87218,60989,547494,352875,440093,148207
27,dataset/sample_1/00003973_008_s1.png,1,0.223382,0.125735,0.487735,0,0.501251,0,0.297059,0.547494,0.000773,415.030119,0,0.055362,1.641226,0.614229,0.013634,0.153791,0.821679,0.408009,0.223382,0.525017,0.178321,71629,103929,478891,394127,465756,175558
28,dataset/sample_1/00004808_090_s1.png,4,0.356420,0.216856,0.495963,0,0.500285,0,0.491916,0.785398,0.000056,454.816446,0,0.469582,1.873979,0.697156,0.007081,0.293446,0.698479,0.453809,0.356420,0.511943,0.301521,141710,170558,395102,341206,482916,312268
29,dataset/sample_1/00004911_018_s1.png,4,0.005960,0.002989,0.498498,0,0.504673,0,0.006631,0.020532,0.000362,960.013021,0,1.006315,1.034800,0.456300,0.654073,0.003011,0.993984,0.290279,0.005960,0.548341,0.006016,1420,3471,573557,470128,471547,4891
30,dataset/sample_1/00005089_014_s1.png,4,0.041168,0.021017,0.504862,0.010278,0.502243,0.001208,0.059981,0.066350,0.001073,534.985981,0,0.879298,1.114510,0.482367,0.091336,0.021290,0.988433,0.620471,0.041168,0.533490,0.011567,10501,6424,548903,482748,493250,16925
31,dataset/sample_1/00005215_000_s1.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,dataset/sample_1/00005353_000_s1.png,5,0.231344,0.130802,0.524131,0.044405,0.500399,0,0.337444,0.355750,0.004040,806.266085,0,1.052491,1.511133,0.618377,0.013030,0.140699,0.907564,0.650300,0.231344,0.485867,0.092436,81128,43627,428340,495481,576609,124755
33,dataset/sample_1/00006323_009_s1.png,2,0.434536,0.277577,0.547208,0.080419,0.500148,0,0.552120,0.620884,0.007686,533.517572,0,0.546001,1.796908,0.707764,0.005103,0.315083,0.779332,0.699867,0.434536,0.491395,0.220668,204914,87876,310351,445435,650349,292790
34,dataset/sample_1/00006948_002_s1.png,4,0.192475,0.106485,0.517894,0.032012,0.502133,0,0.267245,0.294749,0.002641,506.993097,0,0.058274,1.443542,0.620104,0.016453,0.112872,0.922917,0.653012,0.192475,0.467342,0.077083,66563,35370,423480,523163,589727,101933
35,dataset/sample_1/00007034_016_s1.png,1,0.247363,0.141138,0.507552,0.014711,0.500053,0,0.349885,0.455595,0.000318,440.883204,0,0.186796,1.615429,0.634606,0.011932,0.160167,0.854937,0.542946,0.247363,0.494852,0.145063,87044,73274,431846,456412,543456,160318
36,dataset/sample_1/00007558_006_s1.png,3,0.095131,0.049941,0.498587,0,0.568186,0.002000,0.121307,0.137196,0.000024,618.465844,0,0.422661,1.169823,0.733851,0.037301,0.051069,0.946106,0.693393,0.095131,0.315356,0.053894,37737,16687,292938,701214,738951,54424
37,dataset/sample_1/00007882_001_s1.png,4,0.514898,0.346709,0.515331,0.025431,0.500783,0,0.609472,0.749896,0.000626,301.869177,0,0.327774,1.885903,0.740783,0.003695,0.411884,0.618777,0.686627,0.514898,0.480212,0.381223,289258,132016,214280,413022,702279,421274
38,dataset/sample_1/00008008_027_s1.png,2,0.026532,0.013444,0.496790,0,0.500070,0.000111,0.038414,0.065049,0.000450,577.817445,0,0.083939,1.122762,0.522544,0.143886,0.013712,0.979868,0.407870,0.026532,0.494064,0.020132,7229,10496,510834,520017,527246,17725
39,dataset/sample_1/00008386_000_s1.png,2,0.175058,0.095925,0.487726,0,0.538138,0.012438,0.222600,0.285368,0.000970,486.634360,0,0.560230,1.420868,0.736142,0.018480,0.102097,0.873356,0.613446,0.175058,0.361909,0.126644,70992,44735,308497,624352,695345,115727
40,dataset/sample_1/00008547_001_s1.png,3,0.385556,0.238817,0.546208,0.090340,0.502516,0.004581,0.489490,0.623896,0.008608,466.438635,0,0.513673,1.769656,0.642611,0.006250,0.280180,0.812237,0.617982,0.385556,0.535474,0.187763,152822,94470,408664,392620,545442,247292
41,dataset/sample_1/00008554_009_s1.png,2,0.142809,0.076895,0.492290,0,0.500034,0.000017,0.206420,0.314601,0.000512,420.594817,0,0.262431,1.443718,0.588022,0.023539,0.084733,0.899846,0.453937,0.142809,0.495872,0.100154,44034,52971,475925,475646,519680,97005
42,dataset/sample_1/00008814_010_s1.png,2,0.136896,0.073477,0.508589,0.017366,0.500395,0.000671,0.201991,0.246420,0.000825,529.623451,0,0.164293,1.361795,0.550418,0.024725,0.078067,0.939111,0.555540,0.136896,0.514065,0.060889,40409,32329,498627,477211,517619,72738
43,dataset/sample_1/00009368_006_s1.png,4,0.297518,0.174755,0.555082,0.090630,0.501380,0,0.385941,0.373393,0.018733,505.372140,0,0.537819,1.511674,0.643687,0.009259,0.182907,0.927256,0.796796,0.297518,0.473727,0.072744,116858,29802,379881,522035,638893,146660
44,dataset/sample_1/00009437_008_s1.png,5,0.076118,0.039565,0.506478,0.014546,0.509543,0.003407,0.122630,0.144380,0.000904,698.842615,0,0.693285,1.197588,0.463420,0.047598,0.041020,0.971935,0.527206,0.076118,0.569076,0.028065,18614,16693,578106,435163,453777,35307
45,dataset/sample_1/00009507_004_s1.png,3,0.096604,0.050753,0.488095,0,0.509044,0,0.142678,0.295446,0.001539,507.117343,0,0.450805,1.341269,0.498372,0.036673,0.056674,0.919515,0.326975,0.096604,0.567247,0.080485,24262,49939,570540,403835,428097,74201
46,dataset/sample_1/00009619_000_s1.png,5,0.042174,0.021541,0.490601,0,0.577584,0.014222,0.051672,0.075736,0.001866,636.453455,0,0.395946,1.059425,0.723678,0.089065,0.021917,0.959285,0.556847,0.042174,0.303043,0.040715,16089,12804,301675,718008,734097,28893
47,dataset/sample_1/00010060_038_s1.png,2,0.048166,0.024677,0.498218,0,0.505096,0.000706,0.070403,0.092868,0.000086,807.030359,0,0.750867,1.170530,0.576609,0.077496,0.025256,0.971180,0.518650,0.048166,0.449521,0.028820,14605,13554,456752,563665,578270,28159
48,dataset/sample_1/00010103_014_s1.png,5,0.218098,0.122396,0.492986,0,0.516050,0.004714,0.274571,0.369008,0.000279,508.827083,0,0.629204,1.542934,0.709304,0.014059,0.133721,0.852252,0.591040,0.218098,0.410417,0.147748,86221,59660,344132,558563,644784,145881
49,dataset/sample_1/00010277_000_s1.png,3,0.212470,0.118862,0.513937,0.029690,0.504649,0.004589,0.310450,0.414105,0.001322,590.586996,0,0.577703,1.517320,0.556262,0.014535,0.133975,0.893900,0.513082,0.212470,0.548217,0.106100,63904,60646,510942,413084,476988,124550
50,dataset/sample_1/00010381_000_s1.png,3,0.056575,0.029111,0.496343,0,0.500350,0,0.081570,0.132094,0.000294,631.921672,0,0.506725,1.212911,0.519674,0.065394,0.030288,0.962398,0.428297,0.056575,0.513229,0.037602,15304,20429,522855,489988,505292,35733
51,dataset/sample_1/00010447_018_s1.png,3,0.079897,0.041611,0.492039,0,0.508752,0,0.133834,0.230930,0.000880,565.191118,0,0.432784,1.283292,0.485267,0.045161,0.045164,0.938915,0.345981,0.079897,0.566152,0.061085,19752,37337,573901,417586,437337,57089
52,dataset/sample_1/00010815_006_s1.png,4,0.112356,0.059522,0.508343,0.017621,0.502700,0.002173,0.170731,0.205997,0.000981,713.711426,0,0.667640,1.297241,0.514047,0.030981,0.062629,0.954058,0.545427,0.112356,0.536748,0.045942,30743,25622,532078,460133,490876,56365
53,dataset/sample_1/00010936_016_s1.png,2,0.268587,0.155126,0.512370,0.026236,0.504165,0.003887,0.372933,0.554207,0.000764,459.252654,0,0.219253,1.653555,0.596722,0.010679,0.185771,0.838969,0.484633,0.268587,0.545635,0.161031,87478,93025,484662,383411,470889,180503
54,dataset/sample_1/00011157_001_s1.png,4,0.101010,0.053191,0.495095,0,0.553111,0.006113,0.127579,0.157182,0.000272,499.561808,0,0.193679,1.223669,0.717536,0.034902,0.054813,0.935378,0.642631,0.101010,0.337041,0.064622,39054,21718,314359,673445,712499,60772
55,dataset/sample_1/00011237_006_s1.png,3,0.250097,0.142921,0.517727,0.038152,0.507047,0.007127,0.341803,0.500013,0.001773,407.603974,0,0.135087,1.588317,0.565653,0.011759,0.166733,0.868722,0.500182,0.250097,0.559359,0.131278,77048,76991,509483,385054,462101,154039
56,dataset/sample_1/00011269_019_s1.png,1,0.118587,0.063031,0.495071,0,0.508555,0,0.179992,0.307509,0.000245,693.238776,0,0.852885,1.366910,0.504637,0.029148,0.070066,0.920075,0.385637,0.118587,0.565403,0.079925,30656,48838,562212,406870,437526,79494
57,dataset/sample_1/00011355_011_s1.png,4,0.081841,0.042667,0.496188,0,0.537577,0.004059,0.112633,0.134185,0.000213,909.343719,0,1.317740,1.207594,0.681445,0.043995,0.043863,0.948512,0.609914,0.081841,0.362927,0.051488,29772,19042,350785,648977,678750,48814
58,dataset/sample_1/00011450_000_s1.png,4,0.042266,0.021589,0.496387,0,0.520944,0.002895,0.055777,0.079070,0.000366,811.668036,0,1.078183,1.135743,0.626566,0.088862,0.022003,0.970770,0.534534,0.042266,0.397667,0.029230,13936,12136,403048,619456,633392,26072
59,dataset/sample_1/00011502_001_s1.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,dataset/sample_2/00000072_000_s2.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,dataset/sample_2/00000150_002_s2.png,5,0.019243,0.009715,0.502185,0.005186,0.518492,0.001661,0.030463,0.034926,0.000454,887.054113,0,1.261684,1.034188,0.410976,0.199867,0.009793,0.994577,0.550972,0.019243,0.596158,0.005423,4154,3386,620963,420073,424228,7540
62,dataset/sample_2/00000181_061_s2.png,4,0.440795,0.282705,0.583929,0.174052,0.521882,0.042029,0.597718,0.705876,0.026989,445.153906,0,0.801498,1.751380,0.575683,0.004975,0.340613,0.827245,0.624465,0.440795,0.604600,0.172755,163407,98269,470562,316338,479746,261676
63,dataset/sample_2/00000211_019_s2.png,4,0.496045,0.329827,0.616040,0.243391,0.543739,0.083084,0.652160,0.789886,0.047245,335.000000,0,0.324055,1.738095,0.538773,0.003984,0.409915,0.822165,0.627995,0.496045,0.647884,0.177835,181712,107641,497643,261580,443292,289353
64,dataset/sample_2/00000211_041_s2.png,5,0.355240,0.215983,0.554857,0.119010,0.522844,0.034523,0.517086,0.652948,0.012993,403.000000,0,0.924846,1.670904,0.549646,0.007118,0.263717,0.845997,0.544056,0.355240,0.606875,0.154003,113560,95168,522795,317053,430612,208728
65,dataset/sample_2/00000344_003_s2.png,3,0.216172,0.121185,0.524158,0.054682,0.518913,0.016310,0.371018,0.421150,0.004136,547.709777,0,0.479135,1.460341,0.498685,0.014219,0.136918,0.911398,0.513291,0.216172,0.597245,0.088602,58236,55220,568020,367100,425336,113456
66,dataset/sample_2/00000468_033_s2.png,5,0.003173,0.001589,0.499333,0,0.523027,0,0.002811,0.012225,0.000135,827.218230,0,0.994382,0.989932,0.395100,1.232104,0.001596,0.997070,0.259526,0.003173,0.607302,0.002930,655,1870,636147,409904,410560,2525
67,dataset/sample_2/00000808_002_s2.png,3,0.020457,0.010334,0.498993,0,0.500160,0,0.027576,0.045863,0.000064,855.292348,0,0.759979,1.090124,0.502408,0.187779,0.010468,0.987518,0.446040,0.020457,0.508955,0.012482,5377,6677,528301,508221,513597,12054
68,dataset/sample_2/00000830_000_s2.png,3,0.012801,0.006442,0.497952,0,0.517299,0.001506,0.014533,0.027161,0.000354,634.205803,0,0.249862,1.042758,0.601092,0.302420,0.006489,0.989415,0.471311,0.012801,0.406995,0.010585,4032,4522,422734,617288,621320,8554
69,dataset/sample_2/00000974_002_s2.png,4,0.234412,0.132767,0.540345,0.090490,0.522254,0.027442,0.348402,0.378838,0.012773,767.237251,0,0.996955,1.416192,0.481014,0.012808,0.144595,0.936094,0.618764,0.234412,0.605485,0.063906,63331,39020,571566,374659,437991,102351
70,dataset/sample_2/00001075_024_s2.png,2,0.023952,0.012121,0.487520,0,0.500076,0,0.032712,0.097313,0.004792,757.657574,0,0.677038,1.160187,0.530638,0.159803,0.012589,0.962450,0.246135,0.023952,0.493804,0.037550,6513,19947,511278,510838,517350,26460
71,dataset/sample_2/00001187_006_s2.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,dataset/sample_2/00002350_001_s2.png,3,0.020363,0.010286,0.498078,0,0.501933,0,0.027805,0.052257,0.000217,863.238669,0,0.986920,1.093242,0.481255,0.188663,0.010455,0.985702,0.389669,0.020363,0.531091,0.014298,5110,8004,551780,483682,488793,13114
73,dataset/sample_2/00002578_000_s2.png,3,0.250686,0.143306,0.504580,0.007831,0.507216,0,0.331075,0.412597,0.000112,600.300758,0,0.672852,1.594783,0.690470,0.011722,0.157922,0.851237,0.607582,0.250686,0.439930,0.148763,98238,63449,363061,523828,622066,161687
74,dataset/sample_2/00002583_014_s2.png,4,0.036744,0.018716,0.504109,0.008034,0.500099,0,0.050451,0.056584,0.000844,838.208208,0,1.137810,1.109642,0.521702,0.102806,0.018907,0.989310,0.649365,0.036744,0.492952,0.010690,10140,5476,506757,526203,536344,15616
75,dataset/sample_2/00002597_000_s2.png,4,0.003334,0.001670,0.499573,0,0.580917,0.000685,0.000762,0.005477,0.000054,833.980815,0,0.720755,0.899416,0.703066,1.172205,0.001672,0.997475,0.608810,0.003334,0.298856,0.002525,1230,790,312144,734412,735642,2020
76,dataset/sample_2/00002706_004_s2.png,1,0.054608,0.028070,0.506541,0.012366,0.500858,0,0.074273,0.080927,0.001449,814.288033,0,1.191278,1.148853,0.542471,0.067891,0.028455,0.984627,0.674781,0.054608,0.479277,0.015373,15770,7600,486789,538417,554187,23370
77,dataset/sample_2/00002711_000_s2.png,3,0.333020,0.199774,0.573050,0.167397,0.550561,0.070718,0.504378,0.529002,0.029849,446.535553,0,0.299808,1.467100,0.452935,0.007854,0.226390,0.919709,0.629525,0.333020,0.658999,0.080291,89265,52533,601745,305033,394299,141798
78,dataset/sample_2/00002763_031_s2.png,4,0.198158,0.109975,0.516510,0.037713,0.518523,0.011478,0.278005,0.418826,0.001968,424.570371,0,0.346052,1.451923,0.497831,0.015869,0.125323,0.907696,0.473128,0.198158,0.596237,0.092304,52314,58257,572885,365120,417434,110571
79,dataset/sample_2/00002856_009_s2.png,2,0.391085,0.243074,0.545043,0.086839,0.501601,0.002109,0.510709,0.626100,0.008015,344.501089,0,0.561308,1.780169,0.653376,0.006106,0.284653,0.805434,0.624637,0.391085,0.528300,0.194566,158836,95450,395126,399164,558000,254286
80,dataset/sample_2/00002980_000_s2.png,5,0.188414,0.104005,0.499087,0,0.509754,0,0.274641,0.468236,0.000005,566.789202,0,0.526143,1.515311,0.538854,0.016892,0.123005,0.875170,0.402392,0.188414,0.569836,0.124830,52358,77759,545158,373301,425659,130117
81,dataset/sample_2/00003072_028_s2.png,2,0.168294,0.091879,0.508912,0.013787,0.518492,0,0.214951,0.249758,0.000669,675.119249,0,0.303642,1.386242,0.677582,0.019380,0.096155,0.921668,0.673829,0.168294,0.403843,0.078332,63246,30614,360215,594501,657747,93860
82,dataset/sample_2/00003333_002_s2.png,5,0.173771,0.095153,0.514861,0.021722,0.523982,0,0.220028,0.239329,0.001868,610.358911,0,0.624558,1.361538,0.689787,0.018646,0.098696,0.931026,0.726075,0.173771,0.390495,0.068974,67208,25356,342256,613756,680965,92564
83,dataset/sample_2/00003391_001_s2.png,3,0.230401,0.130200,0.508097,0.017221,0.503548,0.002457,0.326949,0.479596,0.000382,550.236313,0,0.579973,1.583845,0.580129,0.013099,0.151539,0.864655,0.480407,0.230401,0.542121,0.135345,71869,77731,496586,402390,474259,149600
84,dataset/sample_2/00003400_003_s2.png,2,0.012146,0.006110,0.498059,0,0.624303,0.003823,0.011707,0.018708,0.000267,798.889229,0,0.870316,0.869339,0.756344,0.318936,0.006131,0.989988,0.649247,0.012146,0.250698,0.010012,4830,2610,258045,783091,787921,7440
85,dataset/sample_2/00003787_003_s2.png,5,0.052118,0.026756,0.500830,0.001710,0.500498,0.000102,0.072149,0.104284,0.000019,603.255336,0,0.446341,1.176473,0.510142,0.071322,0.027493,0.974168,0.499777,0.052118,0.515784,0.025832,13959,13971,526880,493766,507725,27930
86,dataset/sample_2/00003894_005_s2.png,5,0.364130,0.222591,0.565142,0.141058,0.525792,0.041966,0.500122,0.618781,0.019295,557.259365,0,0.743206,1.640051,0.534977,0.006848,0.263629,0.866654,0.588463,0.364130,0.613562,0.133346,116021,81139,527345,324071,440093,197160
87,dataset/sample_2/00003973_008_s2.png,3,0.057350,0.029521,0.504712,0.010411,0.506653,0.002084,0.083165,0.106787,0.000642,865.565711,0,0.947565,1.158652,0.466728,0.064458,0.030292,0.979132,0.537051,0.057350,0.557677,0.020868,14109,12162,570658,451647,465756,26271
88,dataset/sample_2/00004808_090_s2.png,5,0.437364,0.279889,0.497580,0,0.500028,0,0.573152,0.955588,0.000017,320.407553,0,0.423274,1.977559,0.740014,0.005045,0.418766,0.576394,0.457691,0.437364,0.503799,0.423606,202229,239617,326043,280687,482916,441846
89,dataset/sample_2/00004911_018_s2.png,4,0.007731,0.003880,0.497451,0,0.504436,0,0.009401,0.029482,0.000731,936.019765,0,0.990782,1.049447,0.459579,0.503355,0.003923,0.990980,0.262218,0.007731,0.547098,0.009020,1850,5205,571824,469697,471547,7055
90,dataset/sample_2/00005089_014_s2.png,1,0.054852,0.028199,0.496245,0,0.501140,0,0.079368,0.132400,0.000316,682.167868,0,0.836967,1.207751,0.508338,0.067572,0.029370,0.963119,0.414290,0.054852,0.523884,0.036881,14487,20481,534845,478763,493250,34968
91,dataset/sample_2/00005215_000_s2.png,1,0.007339,0.003683,0.500666,0.000963,0.537719,0,0.006619,0.009991,0.000097,836.961767,0,1.021998,0.974642,0.640527,0.530402,0.003688,0.997643,0.734620,0.007339,0.362670,0.002357,2471,892,377816,667397,669867,3363
92,dataset/sample_2/00005353_000_s2.png,5,0.342130,0.206367,0.536074,0.067409,0.500069,0,0.476076,0.535697,0.005862,703.228270,0,1.125734,1.705348,0.653520,0.007541,0.233647,0.838501,0.638663,0.342130,0.505894,0.161499,134723,76222,395745,441886,576609,210945
93,dataset/sample_2/00006323_009_s2.png,4,0.132215,0.070787,0.514919,0.023215,0.516716,0,0.181821,0.179920,0.002758,598.588339,0,0.384566,1.284997,0.648765,0.025739,0.072643,0.957195,0.734854,0.132215,0.408577,0.042805,47243,17046,381181,603106,650349,64289
94,dataset/sample_2/00006948_002_s2.png,3,0.161870,0.088062,0.511768,0.020983,0.503284,0,0.226319,0.255875,0.001318,554.833308,0,0.439386,1.397057,0.616089,0.020305,0.092808,0.930728,0.632611,0.161870,0.459476,0.069272,54732,31785,427064,534995,589727,86517
95,dataset/sample_2/00007034_016_s2.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,dataset/sample_2/00007558_006_s2.png,1,0.153989,0.083417,0.453138,0,0.576528,0.060932,0.193675,0.285829,0.011866,817.633781,0,1.251925,1.373869,0.797484,0.021545,0.089833,0.816443,0.538748,0.153989,0.304387,0.183557,66382,56834,252791,672569,738951,123216
97,dataset/sample_2/00007882_001_s2.png,5,0.633938,0.464062,0.548711,0.088642,0.506477,0.012200,0.735460,0.893373,0.006089,166.000000,0,0.199051,1.898227,0.662409,0.002264,0.572856,0.524566,0.709600,0.633938,0.556908,0.475434,402305,164641,181655,299975,702279,566946
98,dataset/sample_2/00008008_027_s2.png,4,0.149787,0.080957,0.516371,0.032582,0.500388,0.000753,0.220135,0.240945,0.003044,684.510044,0,0.857356,1.355594,0.549924,0.022259,0.085152,0.947590,0.621665,0.149787,0.513938,0.052410,44896,27323,494007,482350,527246,72219
99,dataset/sample_2/00008386_000_s2.png,5,0.016482,0.008310,0.499085,0,0.551857,0.001171,0.018734,0.026690,0.000060,917.510763,0,0.935483,0.995551,0.669912,0.234004,0.008353,0.989817,0.617539,0.016482,0.338976,0.010183,5808,3597,349634,689537,695345,9405
