case,path_orig,path_pred_mask,path_truth_mask,expert_evaluation,DICE,JACRD,AUC,KAPPA,RNDIND,ADJRIND,ICCORR,VOLSMTY,MUTINF,HDRFDST,AVGDIST,AVD,MAHLNBS,VARINFO,GCOERR,PROBDST,SNSVTY,SPCFTY,PRCISON,FMEASR,ACURCY,FALLOUT,TP,FP,TN,FN,REFVOL,SEGVOL
00002350_001.png,../dataset/Origin/00002350_001.png,../dataset/sample_1/00002350_001_s1.png,../dataset/Expert/00002350_001_expert.png,5,0.866004,0.763674,0.930239,0.864312,0.993339,0.861351,0.865991,0.995488,0.071875,20.099751,0.684216,0.682039,0.284978,0.049752,0.006443,0.000607,0.862114,0.998365,0.869929,0.866004,0.996658,0.001635,11323.0,1693.0,1033749.0,1811.0,13134.0,13016.0
00002578_000.png,../dataset/Origin/00002578_000.png,../dataset/sample_1/00002578_000_s1.png,../dataset/Expert/00002578_000_expert.png,4,0.790707,0.653859,0.885343,0.764158,0.910192,0.719155,0.790523,0.990326,0.267495,154.149278,8.747709,8.79343,0.348143,0.480298,0.088334,0.001038,0.798431,0.972255,0.783131,0.790707,0.952875,0.027745,93343.0,25849.0,905819.0,23565.0,116908.0,119192.0
00002583_014.png,../dataset/Origin/00002583_014.png,../dataset/sample_1/00002583_014_s1.png,../dataset/Expert/00002583_014_expert.png,4,0.718214,0.560323,0.938526,0.712472,0.976917,0.7038,0.718169,0.809711,0.07924,150.585524,6.995237,10.124609,0.114039,0.131348,0.019472,0.001539,0.887001,0.990051,0.603395,0.718214,0.988322,0.009949,15605.0,10257.0,1020726.0,1988.0,17593.0,25862.0
00002711_000.png,../dataset/Origin/00002711_000.png,../dataset/sample_1/00002711_000_s1.png,../dataset/Expert/00002711_000_expert.png,5,0.558406,0.387353,0.724022,0.447636,0.708512,0.330934,0.557712,0.998787,0.122926,218.487986,27.547324,27.568943,0.115519,1.200151,0.305193,0.003101,0.559084,0.88896,0.557729,0.558406,0.822887,0.11104,117421.0,93113.0,745439.0,92603.0,210024.0,210534.0
00002763_031.png,../dataset/Origin/00002763_031.png,../dataset/sample_1/00002763_031_s1.png,../dataset/Expert/00002763_031_expert.png,4,0.742655,0.590654,0.903361,0.707573,0.88206,0.650835,0.742409,0.862914,0.249375,128.968989,7.08863,8.934049,0.445836,0.569155,0.10888,0.001359,0.860637,0.946085,0.653121,0.742655,0.93707,0.053915,95214.0,50569.0,887375.0,15418.0,110632.0,145783.0
00002856_009.png,../dataset/Origin/00002856_009.png,../dataset/sample_1/00002856_009_s1.png,../dataset/Expert/00002856_009_expert.png,2,0.225424,0.12703,0.824173,0.189593,0.760122,0.157684,0.224878,0.2869,0.038258,575.127812,150.323711,889.221091,1.499196,0.716431,0.162465,0.013475,0.785722,0.862624,0.131588,0.225424,0.86064,0.137376,21264.0,140331.0,881182.0,5799.0,27063.0,161595.0
00002980_000.png,../dataset/Origin/00002980_000.png,../dataset/sample_1/00002980_000_s1.png,../dataset/Expert/00002980_000_expert.png,5,0.557041,0.386041,0.711942,0.526291,0.883302,0.488593,0.556798,0.724793,0.110918,88.549421,11.775088,9.695708,0.502397,0.503395,0.095883,0.003118,0.436824,0.987059,0.768552,0.557041,0.937779,0.012941,41023.0,12354.0,942310.0,52889.0,93912.0,53377.0
00003072_028.png,../dataset/Origin/00003072_028.png,../dataset/sample_1/00003072_028_s1.png,../dataset/Expert/00003072_028_expert.png,2,0.372862,0.229152,0.633555,0.271952,0.712644,0.209805,0.372181,0.978213,0.042064,277.0,50.576643,49.531581,0.610192,1.077247,0.2825,0.006596,0.364912,0.902199,0.381167,0.372862,0.826071,0.097801,54216.0,88021.0,811982.0,94357.0,148573.0,142237.0
00003333_002.png,../dataset/Origin/00003333_002.png,../dataset/sample_1/00003333_002_s1.png,../dataset/Expert/00003333_002_expert.png,3,0.678514,0.513448,0.90418,0.649432,0.894672,0.606357,0.678296,0.791027,0.17938,479.504953,53.763649,81.683948,0.920897,0.486239,0.091253,0.001858,0.857764,0.950595,0.561232,0.678514,0.944225,0.049405,61717.0,48250.0,928375.0,10234.0,71951.0,109967.0
00003391_001.png,../dataset/Origin/00003391_001.png,../dataset/sample_1/00003391_001_s1.png,../dataset/Expert/00003391_001_expert.png,3,0.439643,0.281758,0.722815,0.419304,0.924304,0.401581,0.439489,0.938965,0.046255,229.810792,47.027936,50.942297,1.536391,0.346543,0.065686,0.004998,0.468221,0.977408,0.414353,0.439643,0.9606,0.022592,16207.0,22907.0,991055.0,18407.0,34614.0,39114.0
00003400_003.png,../dataset/Origin/00003400_003.png,../dataset/sample_1/00003400_003_s1.png,../dataset/Expert/00003400_003_expert.png,3,0.436924,0.279529,0.692675,0.400587,0.87257,0.369661,0.436657,0.957468,0.058551,168.077363,36.53613,35.456498,1.295198,0.543413,0.114353,0.005054,0.419099,0.96625,0.456333,0.436924,0.931607,0.03375,27824.0,33149.0,949037.0,38566.0,66390.0,60973.0
00003787_003.png,../dataset/Origin/00003787_003.png,../dataset/sample_1/00003787_003_s1.png,../dataset/Expert/00003787_003_expert.png,3,0.542288,0.372013,0.948931,0.529429,0.941379,0.512329,0.54217,0.584835,0.077437,320.51521,46.821805,113.040798,0.87467,0.25498,0.04267,0.00331,0.927248,0.970613,0.383198,0.542288,0.969776,0.029387,18774.0,30219.0,998110.0,1473.0,20247.0,48993.0
00003894_005.png,../dataset/Origin/00003894_005.png,../dataset/sample_1/00003894_005_s1.png,../dataset/Expert/00003894_005_expert.png,5,0.793001,0.657002,0.945271,0.764979,0.903922,0.715652,0.792803,0.843556,0.298947,110.0,5.449568,7.282624,0.411771,0.468591,0.087193,0.001024,0.940069,0.950474,0.685723,0.793001,0.949401,0.049526,101629.0,46578.0,893890.0,6479.0,108108.0,148207.0
00003973_008.png,../dataset/Origin/00003973_008.png,../dataset/sample_1/00003973_008_s1.png,../dataset/Expert/00003973_008_expert.png,1,0.36441,0.2228,0.738645,0.293869,0.742683,0.237111,0.363816,0.59667,0.056663,285.0,48.459576,102.342403,1.333616,0.908789,0.210633,0.00684,0.610739,0.866551,0.259675,0.36441,0.848341,0.133449,45588.0,129970.0,843962.0,29056.0,74644.0,175558.0
00004808_090.png,../dataset/Origin/00004808_090.png,../dataset/sample_1/00004808_090_s1.png,../dataset/Expert/00004808_090_expert.png,4,0.744164,0.592564,0.908674,0.667534,0.782324,0.535039,0.743677,0.773968,0.351198,107.07941,7.722986,12.117128,0.131974,0.873452,0.202492,0.001348,0.961492,0.855856,0.606969,0.744164,0.875715,0.144144,189537.0,122731.0,728717.0,7591.0,197128.0,312268.0
00004911_018.png,../dataset/Origin/00004911_018.png,../dataset/sample_1/00004911_018_s1.png,../dataset/Expert/00004911_018_expert.png,4,0.441247,0.283077,0.641538,0.437155,0.976653,0.43188,0.441201,0.441247,0.028671,308.520664,74.369777,74.369777,1.271887,0.106671,0.015157,0.004966,0.283077,1.0,1.0,0.441247,0.988187,0.0,4891.0,0.0,1031298.0,12387.0,17278.0,4891.0
00005089_014.png,../dataset/Origin/00005089_014.png,../dataset/sample_1/00005089_014_s1.png,../dataset/Expert/00005089_014_expert.png,4,0.602199,0.430819,0.810994,0.595954,0.975666,0.588382,0.602151,0.957531,0.046367,160.44002,15.881466,17.077675,0.648192,0.13776,0.021727,0.002591,0.628908,0.993081,0.577666,0.602199,0.987681,0.006919,9777.0,7148.0,1025882.0,5769.0,15546.0,16925.0
00005353_000.png,../dataset/Origin/00005353_000.png,../dataset/sample_1/00005353_000_s1.png,../dataset/Expert/00005353_000_expert.png,5,0.835785,0.717896,0.907342,0.813646,0.925009,0.773492,0.835632,0.998527,0.314286,78.243211,3.033312,3.037274,0.439576,0.423236,0.074355,0.000771,0.837018,0.977667,0.834556,0.835785,0.960982,0.022333,104115.0,20640.0,903548.0,20273.0,124388.0,124755.0
00006323_009.png,../dataset/Origin/00006323_009.png,../dataset/sample_1/00006323_009_s1.png,../dataset/Expert/00006323_009_expert.png,2,0.176298,0.096671,0.814695,0.128029,0.61975,0.08181,0.175298,0.198249,0.037785,527.82194,92.817193,840.340072,1.389726,0.976832,0.28334,0.018322,0.889279,0.740111,0.097848,0.176298,0.744694,0.259889,28649.0,264141.0,752219.0,3567.0,32216.0,292790.0
00006948_002.png,../dataset/Origin/00006948_002.png,../dataset/sample_1/00006948_002_s1.png,../dataset/Expert/00006948_002_expert.png,4,0.775266,0.633008,0.901517,0.752887,0.921552,0.71599,0.775106,0.931615,0.230811,81.743501,4.390288,4.847945,0.413496,0.417224,0.074251,0.001137,0.832175,0.970859,0.725643,0.775266,0.959104,0.029141,73967.0,27966.0,931726.0,14917.0,88884.0,101933.0
00007558_006.png,../dataset/Origin/00007558_006.png,../dataset/sample_1/00007558_006_s1.png,../dataset/Expert/00007558_006_expert.png,3,0.368957,0.226209,0.962227,0.356181,0.922292,0.34079,0.368799,0.382332,0.04988,535.0,102.970194,435.473911,1.302365,0.290138,0.050061,0.006707,0.965016,0.959438,0.22808,0.368957,0.959506,0.040562,12413.0,42011.0,993702.0,450.0,12863.0,54424.0
00007882_001.png,../dataset/Origin/00007882_001.png,../dataset/sample_1/00007882_001_s1.png,../dataset/Expert/00007882_001_expert.png,4,0.549868,0.379185,0.836507,0.416661,0.62237,0.230972,0.548878,0.568386,0.204044,405.738832,35.428265,88.961527,0.222968,1.197012,0.352837,0.00321,0.967421,0.705593,0.38409,0.549868,0.747356,0.294407,161807.0,259467.0,621853.0,5449.0,167256.0,421274.0
00008008_027.png,../dataset/Origin/00008008_027.png,../dataset/sample_1/00008008_027_s1.png,../dataset/Expert/00008008_027_expert.png,2,0.19903,0.110513,0.557916,0.176899,0.876464,0.164176,0.198771,0.409401,0.016866,305.085234,91.720846,74.717771,0.449052,0.439523,0.081938,0.015782,0.125129,0.990703,0.48615,0.19903,0.933857,0.009297,8617.0,9108.0,970603.0,60248.0,68865.0,17725.0
00008386_000.png,../dataset/Origin/00008386_000.png,../dataset/sample_1/00008386_000_s1.png,../dataset/Expert/00008386_000_expert.png,2,0.042126,0.021516,0.637732,0.030388,0.80132,0.026546,0.041689,0.109685,0.002355,629.22492,204.995713,3482.546302,3.49447,0.552181,0.118182,0.08917,0.384066,0.891398,0.022285,0.042126,0.888149,0.108602,2579.0,113148.0,928713.0,4136.0,6715.0,115727.0
00008547_001.png,../dataset/Origin/00008547_001.png,../dataset/sample_1/00008547_001_s1.png,../dataset/Expert/00008547_001_expert.png,3,0.132082,0.070711,0.573424,0.053522,0.626607,0.035497,0.131109,0.351947,0.003731,353.022662,117.957606,340.122794,1.724362,1.068524,0.295951,0.025769,0.375289,0.77156,0.080144,0.132082,0.751602,0.22844,19819.0,227473.0,768293.0,32991.0,52810.0,247292.0
00008554_009.png,../dataset/Origin/00008554_009.png,../dataset/sample_1/00008554_009_s1.png,../dataset/Expert/00008554_009_expert.png,2,0.359299,0.218991,0.836408,0.329402,0.85602,0.300289,0.358993,0.481913,0.055701,588.0,113.927935,352.940111,1.377371,0.524604,0.102212,0.006993,0.745567,0.927248,0.236679,0.359299,0.921912,0.072752,22959.0,74046.0,943736.0,7835.0,30794.0,97005.0
00008814_010.png,../dataset/Origin/00008814_010.png,../dataset/sample_1/00008814_010_s1.png,../dataset/Expert/00008814_010_expert.png,2,0.387229,0.240102,0.953906,0.369614,0.899211,0.348126,0.387021,0.402819,0.063669,468.412212,88.967024,352.372917,1.208881,0.363359,0.066645,0.006206,0.961297,0.946514,0.242445,0.387229,0.946773,0.053486,17635.0,55103.0,975128.0,710.0,18345.0,72738.0
00009368_006.png,../dataset/Origin/00009368_006.png,../dataset/sample_1/00009368_006_s1.png,../dataset/Expert/00009368_006_expert.png,4,0.413168,0.260373,0.798175,0.360478,0.794381,0.309211,0.412713,0.589068,0.076055,425.586654,42.31111,95.778005,1.138629,0.752816,0.162393,0.00557,0.701393,0.894958,0.292834,0.413168,0.883655,0.105042,42947.0,103713.0,883632.0,18284.0,61231.0,146660.0
00009437_008.png,../dataset/Origin/00009437_008.png,../dataset/sample_1/00009437_008_s1.png,../dataset/Expert/00009437_008_expert.png,5,0.697512,0.535523,0.881198,0.68806,0.963651,0.674514,0.69744,0.899939,0.095979,47.010637,4.103325,4.679774,0.105975,0.202455,0.032486,0.001701,0.775066,0.98733,0.634067,0.697512,0.981483,0.01267,22387.0,12920.0,1006772.0,6497.0,28884.0,35307.0
00009507_004.png,../dataset/Origin/00009507_004.png,../dataset/sample_1/00009507_004_s1.png,../dataset/Expert/00009507_004_expert.png,3,0.573725,0.402254,0.963035,0.55509,0.917982,0.528773,0.573557,0.591905,0.113668,429.923249,61.240926,145.605071,0.933988,0.334548,0.060842,0.002914,0.969286,0.956783,0.407447,0.573725,0.957155,0.043217,30233.0,43968.0,973417.0,958.0,31191.0,74201.0
00009619_000.png,../dataset/Origin/00009619_000.png,../dataset/sample_1/00009619_000_s1.png,../dataset/Expert/00009619_000_expert.png,5,0.846731,0.7342,0.880613,0.841893,0.981193,0.83339,0.846694,0.889686,0.140225,35.805028,1.117211,1.092538,0.192924,0.117465,0.017048,0.00071,0.762605,0.998622,0.951718,0.846731,0.990506,0.001378,27498.0,1395.0,1011123.0,8560.0,36058.0,28893.0
00010060_038.png,../dataset/Origin/00010060_038.png,../dataset/sample_1/00010060_038_s1.png,../dataset/Expert/00010060_038_expert.png,2,0.178007,0.097699,0.609397,0.16146,0.932644,0.155581,0.177871,0.734853,0.008054,201.022387,47.794548,75.278467,1.448557,0.27821,0.049819,0.018109,0.242235,0.976558,0.140701,0.178007,0.965104,0.023442,3962.0,24197.0,1008023.0,12394.0,16356.0,28159.0
00010103_014.png,../dataset/Origin/00010103_014.png,../dataset/sample_1/00010103_014_s1.png,../dataset/Expert/00010103_014_expert.png,5,0.495536,0.329377,0.889951,0.452457,0.823448,0.39855,0.495153,0.565519,0.120089,104.019229,13.907587,34.100643,0.36452,0.648399,0.136042,0.003992,0.87625,0.903652,0.345446,0.495536,0.902149,0.096348,50394.0,95487.0,895578.0,7117.0,57511.0,145881.0
00010277_000.png,../dataset/Origin/00010277_000.png,../dataset/sample_1/00010277_000_s1.png,../dataset/Expert/00010277_000_expert.png,3,0.605476,0.434181,0.829321,0.561747,0.851459,0.506098,0.60516,0.840047,0.14542,263.036119,29.922859,40.742541,0.621636,0.658054,0.133802,0.002555,0.720765,0.937877,0.521983,0.605476,0.919201,0.062123,65013.0,59537.0,898839.0,25187.0,90200.0,124550.0
00010381_000.png,../dataset/Origin/00010381_000.png,../dataset/sample_1/00010381_000_s1.png,../dataset/Expert/00010381_000_expert.png,3,0.293979,0.172319,0.615132,0.264932,0.89204,0.24848,0.293756,0.840381,0.024211,292.246471,83.606353,75.195905,2.028229,0.439638,0.087799,0.009418,0.253514,0.97675,0.349817,0.293979,0.942741,0.02325,12500.0,23233.0,976036.0,36807.0,49307.0,35733.0
00010447_018.png,../dataset/Origin/00010447_018.png,../dataset/sample_1/00010447_018_s1.png,../dataset/Expert/00010447_018_expert.png,3,0.440942,0.282826,0.705147,0.408877,0.886052,0.381242,0.440705,0.996334,0.05692,194.743421,35.667855,35.820771,0.389199,0.494488,0.103231,0.004972,0.442564,0.967731,0.439332,0.440942,0.939347,0.032269,25081.0,32008.0,959896.0,31591.0,56672.0,57089.0
00010815_006.png,../dataset/Origin/00010815_006.png,../dataset/sample_1/00010815_006_s1.png,../dataset/Expert/00010815_006_expert.png,4,0.833987,0.715247,0.923683,0.824835,0.965881,0.80894,0.833919,0.971948,0.191186,125.0,3.401649,3.553536,0.115411,0.209633,0.032751,0.000781,0.858057,0.98931,0.81123,0.833987,0.982639,0.01069,45725.0,10640.0,984647.0,7564.0,53289.0,56365.0
00010936_016.png,../dataset/Origin/00010936_016.png,../dataset/sample_1/00010936_016_s1.png,../dataset/Expert/00010936_016_expert.png,2,0.144322,0.077773,0.824145,0.11723,0.728876,0.094021,0.143689,0.178283,0.02426,426.521981,95.894953,974.994267,1.494401,0.737407,0.177466,0.023251,0.80951,0.83878,0.079223,0.144322,0.838287,0.16122,14300.0,166203.0,864708.0,3365.0,17665.0,180503.0
00011157_001.png,../dataset/Origin/00011157_001.png,../dataset/sample_1/00011157_001_s1.png,../dataset/Expert/00011157_001_expert.png,4,0.626035,0.455641,0.806542,0.603436,0.918365,0.574609,0.625869,0.983287,0.114159,103.353761,8.404035,8.632844,0.084376,0.402527,0.076272,0.002343,0.636676,0.976407,0.615744,0.626035,0.957365,0.023593,37420.0,23352.0,966450.0,21354.0,58774.0,60772.0
00011237_006.png,../dataset/Origin/00011237_006.png,../dataset/sample_1/00011237_006_s1.png,../dataset/Expert/00011237_006_expert.png,3,0.270633,0.156493,0.765861,0.223762,0.76665,0.187239,0.270105,0.411035,0.039361,424.67517,89.070297,332.526654,1.264083,0.756365,0.168405,0.010569,0.658418,0.873303,0.170321,0.270633,0.865137,0.126697,26236.0,127803.0,880926.0,13611.0,39847.0,154039.0
00011355_011.png,../dataset/Origin/00011355_011.png,../dataset/sample_1/00011355_011_s1.png,../dataset/Expert/00011355_011_expert.png,4,0.57214,0.400698,0.808159,0.553551,0.930531,0.531854,0.572,0.894448,0.082268,142.172431,20.206275,22.999124,0.54061,0.338507,0.061035,0.002933,0.639658,0.97666,0.517515,0.57214,0.963967,0.02334,25262.0,23552.0,985531.0,14231.0,39493.0,48814.0
00011450_000.png,../dataset/Origin/00011450_000.png,../dataset/sample_1/00011450_000_s1.png,../dataset/Expert/00011450_000_expert.png,4,0.641438,0.472145,0.74337,0.629336,0.949426,0.611767,0.641337,0.686828,0.102971,539.91203,37.149516,37.011854,0.642598,0.237849,0.03948,0.002192,0.488465,0.998275,0.933914,0.641438,0.974039,0.001725,24349.0,1723.0,997005.0,25499.0,49848.0,26072.0
00000150_002.png,../dataset/Origin/00000150_002.png,../dataset/sample_2/00000150_002_s2.png,../dataset/Expert/00000150_002_expert.png,5,0.469374,0.306655,0.939101,0.467338,0.989661,0.464886,0.469354,0.531503,0.015605,75.239617,10.643738,28.935218,1.203796,0.056417,0.007064,0.004433,0.883107,0.995095,0.319629,0.469374,0.994803,0.004905,2410.0,5130.0,1040717.0,319.0,2729.0,7540.0
00000181_061.png,../dataset/Origin/00000181_061.png,../dataset/sample_2/00000181_061_s2.png,../dataset/Expert/00000181_061_expert.png,4,0.383394,0.23716,0.898827,0.318157,0.691742,0.234129,0.382648,0.383394,0.126979,319.765539,42.282488,178.286992,0.827669,0.88081,0.235518,0.006307,1.0,0.797655,0.23716,0.383394,0.80963,0.202345,62059.0,199617.0,786900.0,0.0,62059.0,261676.0
00000211_019.png,../dataset/Origin/00000211_019.png,../dataset/sample_2/00000211_019_s2.png,../dataset/Expert/00000211_019_expert.png,4,0.648426,0.479757,0.917267,0.571809,0.754098,0.448316,0.647864,0.648426,0.288329,202.0,15.154765,31.588448,0.546036,0.837164,0.212434,0.002126,1.0,0.834534,0.479757,0.648426,0.85644,0.165466,138819.0,150534.0,759223.0,0.0,138819.0,289353.0
00000211_041.png,../dataset/Origin/00000211_041.png,../dataset/sample_2/00000211_041_s2.png,../dataset/Expert/00000211_041_expert.png,5,0.354296,0.215285,0.656338,0.241619,0.673978,0.17371,0.353493,0.746393,0.03841,282.405736,70.896582,96.415717,1.351288,1.168309,0.30284,0.007147,0.474677,0.838,0.282621,0.354296,0.794939,0.162,58991.0,149737.0,774563.0,65285.0,124276.0,208728.0
00000344_003.png,../dataset/Origin/00000344_003.png,../dataset/sample_2/00000344_003_s2.png,../dataset/Expert/00000344_003_expert.png,3,0.414088,0.261104,0.945789,0.385828,0.851934,0.350076,0.413773,0.425261,0.091606,458.401571,53.532158,198.010459,1.179824,0.501714,0.102253,0.005549,0.973726,0.917851,0.262957,0.414088,0.919484,0.082149,29834.0,83622.0,934315.0,805.0,30639.0,113456.0
00000468_033.png,../dataset/Origin/00000468_033.png,../dataset/sample_2/00000468_033_s2.png,../dataset/Expert/00000468_033_expert.png,5,0.627719,0.457428,0.728714,0.626485,0.994304,0.624682,0.627708,0.627719,0.019178,18.384776,1.744897,1.744897,0.238273,0.033482,0.004163,0.002326,0.457428,1.0,1.0,0.627719,0.997144,0.0,2525.0,0.0,1043056.0,2995.0,5520.0,2525.0
00000808_002.png,../dataset/Origin/00000808_002.png,../dataset/sample_2/00000808_002_s2.png,../dataset/Expert/00000808_002_expert.png,3,0.286865,0.16745,0.609376,0.276299,0.956087,0.269894,0.286777,0.72997,0.015326,486.805916,63.300841,59.932967,2.354359,0.201344,0.032886,0.009749,0.225873,0.99288,0.392982,0.286865,0.977539,0.00712,4737.0,7317.0,1020287.0,16235.0,20972.0,12054.0
00000830_000.png,../dataset/Origin/00000830_000.png,../dataset/sample_2/00000830_000_s2.png,../dataset/Expert/00000830_000_expert.png,3,0.455999,0.295336,0.810829,0.452752,0.986149,0.449554,0.455972,0.727367,0.016709,447.794596,106.027311,184.511665,1.359379,0.077719,0.010586,0.004678,0.626918,0.994741,0.358312,0.455999,0.993026,0.005259,3065.0,5489.0,1038198.0,1824.0,4889.0,8554.0
00000974_002.png,../dataset/Origin/00000974_002.png,../dataset/sample_2/00000974_002_s2.png,../dataset/Expert/00000974_002_expert.png,4,0.396393,0.247189,0.962351,0.372099,0.863836,0.341132,0.396106,0.396393,0.085279,219.640616,36.184025,146.38226,1.235303,0.454844,0.091645,0.005972,1.0,0.924702,0.247189,0.396393,0.926518,0.075298,25300.0,77051.0,946225.0,0.0,25300.0,102351.0
00001075_024.png,../dataset/Origin/00001075_024.png,../dataset/sample_2/00001075_024_s2.png,../dataset/Expert/00001075_024_expert.png,2,0.506457,0.339098,0.68467,0.489055,0.926326,0.468804,0.506308,0.650275,0.070529,472.207581,93.363941,87.833962,1.441724,0.325248,0.056131,0.003822,0.37523,0.994111,0.778836,0.506457,0.961696,0.005889,20608.0,5852.0,987803.0,34313.0,54921.0,26460.0
00002350_001.png,../dataset/Origin/00002350_001.png,../dataset/sample_2/00002350_001_s2.png,../dataset/Expert/00002350_001_expert.png,3,0.703444,0.542548,0.84958,0.699685,0.985263,0.69436,0.703415,0.999238,0.050824,555.598776,71.20113,71.198934,0.816433,0.092443,0.013727,0.001653,0.702908,0.996251,0.70398,0.703444,0.992577,0.003749,9232.0,3882.0,1031560.0,3902.0,13134.0,13114.0
00002578_000.png,../dataset/Origin/00002578_000.png,../dataset/sample_2/00002578_000_s2.png,../dataset/Expert/00002578_000_expert.png,3,0.682317,0.517815,0.87073,0.635093,0.845438,0.565358,0.681986,0.839268,0.212562,275.0,12.907496,15.428036,0.509989,0.699521,0.142101,0.001826,0.81299,0.92847,0.587833,0.682317,0.915595,0.07153,95045.0,66642.0,865026.0,21863.0,116908.0,161687.0
00002583_014.png,../dataset/Origin/00002583_014.png,../dataset/sample_2/00002583_014_s2.png,../dataset/Expert/00002583_014_expert.png,4,0.496974,0.330649,0.730954,0.488909,0.968645,0.48087,0.496912,0.940468,0.034816,73.006849,12.808191,12.116839,0.359752,0.165025,0.027082,0.003969,0.46905,0.992857,0.528432,0.496974,0.984069,0.007143,8252.0,7364.0,1023619.0,9341.0,17593.0,15616.0
