,true_mask_path,pred_mask_path,review,true_mask_pixels,pred_mask_pixels,DICE,JACRD,AUC,KAPPA,RNDIND,ADJRIND,ICCORR,VOLSMTY,MUTINF,HDRFDST,MAHLNBS,VARINFO,GCOERR,PROBDST,SNSVTY,SPCFTY,PRCISON,FMEASR,ACURCY,FALLOUT,TP,FP,TN,FN,REFVOL,SEGVOL
15,dataset/Expert/00013951_001_expert.png,dataset/sample_1/00013951_001_s1.png,3,1651,5437,0.229402,0.129562,0.744006,0.227536,0.989636,0.226343,0.229382,0.465858,0.004404,468.914704,2.718990,0.054945,0.006667,0.013173,0.492429,0.995583,0.149531,0.229402,0.994791,0.004417,813,4624,1042301,838,1651,5437
16,dataset/Expert/00013977_005_expert.png,dataset/sample_1/00013977_005_s1.png,1,47844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,dataset/Expert/00013991_000_expert.png,dataset/sample_1/00013991_000_s1.png,4,6637,4730,0.711006,0.551597,0.804099,0.709475,0.993754,0.707228,0.710994,0.832234,0.027644,358.302944,0.699267,0.041687,0.005297,0.001594,0.608859,0.999339,0.854334,0.711006,0.996867,0.000661,4041,689,1041250,2596,6637,4730
18,dataset/Expert/00014015_003_expert.png,dataset/sample_1/00014015_003_s1.png,3,42433,39200,0.609018,0.437834,0.785782,0.593209,0.940976,0.573692,0.608900,0.960396,0.087095,448.397145,1.005094,0.300407,0.053740,0.002518,0.585818,0.985746,0.634133,0.609018,0.969562,0.014254,24858,14342,991801,17575,42433,39200
19,dataset/Expert/00014251_029_expert.png,dataset/sample_1/00014251_029_s1.png,4,126860,127938,0.644346,0.475302,0.798670,0.595160,0.842093,0.529765,0.644007,0.995769,0.171009,123.405835,0.258294,0.725278,0.155098,0.002165,0.647083,0.950257,0.641631,0.644346,0.913578,0.049743,82089,45849,875867,44771,126860,127938
20,dataset/Expert/00014280_000_expert.png,dataset/sample_1/00014280_000_s1.png,4,80972,97214,0.618163,0.447349,0.818305,0.583029,0.878648,0.538227,0.617909,0.908848,0.137236,269.118933,0.540981,0.563291,0.111679,0.002422,0.680161,0.956449,0.566523,0.618163,0.935114,0.043551,55074,42140,925464,25898,80972,97214
21,dataset/Expert/00014447_004_expert.png,dataset/sample_1/00014447_004_s1.png,5,130232,211805,0.730254,0.575119,0.932156,0.681220,0.839506,0.598428,0.729910,0.761508,0.299533,110.860272,0.307343,0.668141,0.141929,0.001449,0.958958,0.905354,0.589632,0.730254,0.912011,0.094646,124887,86918,831426,5345,130232,211805
22,dataset/Expert/00015792_005_expert.png,dataset/sample_1/00015792_005_s1.png,5,71680,57457,0.686527,0.522680,0.802488,0.666223,0.925769,0.637139,0.686376,0.889861,0.145072,102.396289,0.236902,0.376054,0.067090,0.001791,0.618415,0.986560,0.771499,0.686527,0.961394,0.013440,44328,13129,963767,27352,71680,57457
23,dataset/Expert/00016267_000_expert.png,dataset/sample_1/00016267_000_s1.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,dataset/Expert/00016429_015_expert.png,dataset/sample_1/00016429_015_s1.png,5,111102,165130,0.721147,0.563902,0.913297,0.680699,0.863873,0.615753,0.720860,0.804411,0.250573,126.000000,0.049475,0.614694,0.121978,0.001516,0.896492,0.930102,0.603173,0.721147,0.926540,0.069898,99602,65528,871946,11500,111102,165130
25,dataset/Expert/00016587_069_expert.png,dataset/sample_1/00016587_069_s1.png,2,43671,21085,0.433535,0.276760,0.657206,0.417743,0.932482,0.402195,0.433399,0.651214,0.046558,173.072239,1.030177,0.298729,0.050741,0.005124,0.321426,0.992986,0.665734,0.433535,0.965017,0.007014,14037,7048,997857,29634,43671,21085
26,dataset/Expert/00016589_005_expert.png,dataset/sample_1/00016589_005_s1.png,1,0,34705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,dataset/Expert/00017028_000_expert.png,dataset/sample_1/00017028_000_s1.png,3,33925,29020,0.582254,0.410690,0.764811,0.569409,0.951104,0.554247,0.582156,0.922075,0.068769,244.180261,0.440467,0.251121,0.043205,0.002814,0.540162,0.989459,0.631461,0.582254,0.974923,0.010541,18325,10695,1003956,15600,33925,29020
28,dataset/Expert/00017137_016_expert.png,dataset/sample_1/00017137_016_s1.png,4,58297,73288,0.533769,0.364042,0.781927,0.502989,0.889832,0.469634,0.533540,0.886074,0.089139,455.370179,0.656851,0.496955,0.097530,0.003425,0.602398,0.961455,0.479178,0.533769,0.941493,0.038545,35118,38170,952109,23179,58297,73288
29,dataset/Expert/00017214_015_expert.png,dataset/sample_1/00017214_015_s1.png,4,79081,91748,0.858847,0.752614,0.954331,0.846404,0.955066,0.823513,0.858757,0.925850,0.274420,251.047804,0.232989,0.265044,0.042444,0.000645,0.927631,0.981031,0.799560,0.858847,0.977004,0.018969,73358,18390,951105,5723,79081,91748
30,dataset/Expert/00017243_010_expert.png,dataset/sample_1/00017243_010_s1.png,3,146754,115744,0.684645,0.520502,0.791804,0.640243,0.854574,0.575490,0.684336,0.881866,0.204694,235.261557,0.573591,0.675802,0.136146,0.001806,0.612310,0.971297,0.776360,0.684645,0.921055,0.028703,89859,25885,875937,56895,146754,115744
31,dataset/Expert/00018063_000_expert.png,dataset/sample_1/00018063_000_s1.png,1,0,123926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,dataset/Expert/00018366_000_expert.png,dataset/sample_1/00018366_000_s1.png,4,10030,9894,0.465569,0.303415,0.728676,0.460443,0.979897,0.455678,0.465530,0.993174,0.022061,424.699894,1.150548,0.110803,0.017520,0.004502,0.462413,0.994939,0.468769,0.465569,0.989845,0.005061,4638,5256,1033290,5392,10030,9894
33,dataset/Expert/00018980_002_expert.png,dataset/sample_1/00018980_002_s1.png,1,7995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,dataset/Expert/00019013_002_expert.png,dataset/sample_1/00019013_002_s1.png,2,101577,47642,0.240465,0.136664,0.572631,0.190385,0.807192,0.166636,0.240043,0.638551,0.019825,186.171964,0.990501,0.686027,0.149611,0.012387,0.176625,0.968637,0.376579,0.240465,0.891913,0.031363,17941,29701,917298,83636,101577,47642
35,dataset/Expert/00019124_090_expert.png,dataset/sample_1/00019124_090_s1.png,5,55609,29497,0.545555,0.375095,0.705571,0.528211,0.928952,0.507076,0.545411,0.693183,0.080566,77.884530,0.275146,0.322939,0.055734,0.003267,0.417468,0.993674,0.787029,0.545555,0.963116,0.006326,23215,6282,986685,32394,55609,29497
36,dataset/Expert/00019495_004_expert.png,dataset/sample_1/00019495_004_s1.png,2,13523,24131,0.103309,0.054468,0.561197,0.088238,0.937674,0.085293,0.103184,0.718277,0.002882,379.578714,1.508819,0.251711,0.044822,0.034038,0.143829,0.978565,0.080602,0.103309,0.967800,0.021435,1945,22186,1012867,11578,13523,24131
37,dataset/Expert/00019767_016_expert.png,dataset/sample_1/00019767_016_s1.png,4,30283,21486,0.479901,0.315704,0.700648,0.467127,0.949963,0.454525,0.479801,0.830072,0.044685,185.526278,1.399912,0.243560,0.041232,0.004250,0.410197,0.991099,0.578144,0.479901,0.974322,0.008901,12422,9064,1009229,17861,30283,21486
38,dataset/Expert/00020000_000_expert.png,dataset/sample_1/00020000_000_s1.png,2,82502,86741,0.487039,0.321911,0.726213,0.442039,0.848123,0.399065,0.486715,0.974953,0.080524,191.470624,0.876376,0.648164,0.141108,0.004130,0.499552,0.952874,0.475139,0.487039,0.917207,0.047126,41214,45527,920547,41288,82502,86741
39,dataset/Expert/00020124_003_expert.png,dataset/sample_1/00020124_003_s1.png,4,58241,44708,0.633615,0.463716,0.773895,0.615044,0.930645,0.590639,0.633474,0.868547,0.109455,111.018017,0.549852,0.344837,0.061049,0.002268,0.560001,0.987789,0.729511,0.633615,0.964028,0.012211,32615,12093,978242,25626,58241,44708
40,dataset/Expert/00011827_003_expert.png,dataset/sample_2/00011827_003_s2.png,3,0,20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,dataset/Expert/00011925_072_expert.png,dataset/sample_2/00011925_072_s2.png,5,162894,229314,0.659120,0.491557,0.840262,0.583451,0.777509,0.476244,0.658620,0.830651,0.213855,138.057959,0.587632,0.953124,0.212051,0.002028,0.793498,0.887027,0.563664,0.659120,0.872498,0.112973,129256,100058,785624,33638,162894,229314
42,dataset/Expert/00012045_019_expert.png,dataset/sample_2/00012045_019_s2.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,dataset/Expert/00012094_040_expert.png,dataset/sample_2/00012094_040_s2.png,5,122966,96735,0.407918,0.256217,0.654156,0.339733,0.782669,0.287837,0.407432,0.880606,0.057780,430.673891,1.026757,0.849848,0.197958,0.005692,0.364410,0.943902,0.463224,0.407918,0.875945,0.056098,44810,51925,873685,78156,122966,96735
44,dataset/Expert/00012174_000_expert.png,dataset/sample_2/00012174_000_s2.png,4,103946,265166,0.557977,0.386940,0.909496,0.484564,0.737226,0.376564,0.557367,0.563222,0.212275,276.226356,0.630701,0.857498,0.216588,0.003107,0.990687,0.828305,0.388353,0.557977,0.844402,0.171695,102978,162188,782442,968,103946,265166
45,dataset/Expert/00012270_005_expert.png,dataset/sample_2/00012270_005_s2.png,4,13755,12154,0.592844,0.421307,0.777009,0.587771,0.980082,0.581710,0.592805,0.938207,0.038525,195.143537,1.045438,0.114933,0.017543,0.002693,0.558342,0.995677,0.631891,0.592844,0.989940,0.004323,7680,4474,1030347,6075,13755,12154
46,dataset/Expert/00012414_000_expert.png,dataset/sample_2/00012414_000_s2.png,1,20172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,dataset/Expert/00012592_005_expert.png,dataset/sample_2/00012592_005_s2.png,4,35547,44376,0.677777,0.512605,0.872440,0.665173,0.952086,0.647543,0.677681,0.889531,0.105566,408.000000,0.776244,0.255288,0.042627,0.001864,0.761949,0.982931,0.610352,0.677777,0.975440,0.017069,27085,17291,995738,8462,35547,44376
48,dataset/Expert/00012829_004_expert.png,dataset/sample_2/00012829_004_s2.png,4,11132,9966,0.337947,0.203331,0.657039,0.331239,0.973713,0.326737,0.337895,0.944734,0.014295,61.294372,2.127203,0.133750,0.021699,0.007683,0.320248,0.993830,0.357716,0.337947,0.986679,0.006170,3565,6401,1031043,7567,11132,9966
49,dataset/Expert/00012892_010_expert.png,dataset/sample_2/00012892_010_s2.png,4,25888,9976,0.435144,0.278073,0.649644,0.427278,0.962107,0.418735,0.435069,0.556324,0.034367,347.000000,1.634255,0.175832,0.026586,0.005091,0.301414,0.997875,0.782177,0.435144,0.980680,0.002125,7803,2173,1020515,18085,25888,9976
50,dataset/Expert/00013337_000_expert.png,dataset/sample_2/00013337_000_s2.png,3,85796,146300,0.556692,0.385706,0.834064,0.505705,0.823009,0.443793,0.556308,0.739315,0.132225,287.000000,0.582184,0.727103,0.152264,0.003123,0.752984,0.915145,0.441579,0.556692,0.901876,0.084855,64603,81697,881083,21193,85796,146300
51,dataset/Expert/00013673_001_expert.png,dataset/sample_2/00013673_001_s2.png,4,15899,16004,0.765194,0.619688,0.882022,0.761567,0.985814,0.755959,0.765167,0.996709,0.067579,185.000000,0.357847,0.092125,0.013416,0.001203,0.767721,0.996322,0.762684,0.765194,0.992856,0.003678,12206,3798,1028879,3693,15899,16004
52,dataset/Expert/00013685_000_expert.png,dataset/sample_2/00013685_000_s2.png,4,21774,7936,0.504813,0.337626,0.671988,0.499258,0.972333,0.492051,0.504759,0.534231,0.039644,429.683605,1.087881,0.130630,0.019136,0.003847,0.344402,0.999574,0.944934,0.504813,0.985970,0.000426,7499,437,1026365,14275,21774,7936
53,dataset/Expert/00013751_003_expert.png,dataset/sample_2/00013751_003_s2.png,5,19953,50153,0.544632,0.374223,0.963300,0.531888,0.940964,0.514568,0.544514,0.569224,0.080554,86.214848,0.248918,0.251948,0.042543,0.003279,0.956798,0.969802,0.380655,0.544632,0.969555,0.030198,19091,31062,997561,862,19953,50153
54,dataset/Expert/00013911_021_expert.png,dataset/sample_2/00013911_021_s2.png,5,140292,83214,0.605970,0.434690,0.732820,0.562371,0.846132,0.503921,0.605642,0.744624,0.158313,217.000000,0.165909,0.651040,0.131921,0.002550,0.482700,0.982940,0.813793,0.605970,0.916012,0.017060,67719,15495,892789,72573,140292,83214
55,dataset/Expert/00013951_001_expert.png,dataset/sample_2/00013951_001_s2.png,3,1651,1368,0.864525,0.761377,0.895185,0.864331,0.999220,0.863993,0.864523,0.906260,0.012287,7.000000,0.142736,0.006738,0.000711,0.000615,0.790430,0.999940,0.953947,0.864525,0.999610,0.000060,1305,63,1046862,346,1651,1368
56,dataset/Expert/00013977_005_expert.png,dataset/sample_2/00013977_005_s2.png,1,47844,43265,0.883645,0.791545,0.919175,0.878374,0.979985,0.868689,0.883605,0.949742,0.191060,17.000000,0.152607,0.133448,0.019063,0.000516,0.841359,0.996991,0.930406,0.883645,0.989890,0.003009,40254,3011,997721,7590,47844,43265
57,dataset/Expert/00013991_000_expert.png,dataset/sample_2/00013991_000_s2.png,4,6637,10302,0.783635,0.644244,0.998241,0.781957,0.993034,0.779179,0.783622,0.783635,0.046105,25.455844,0.018846,0.042750,0.005747,0.001083,1.000000,0.996483,0.644244,0.783635,0.996505,0.003517,6637,3665,1038274,0,6637,10302
58,dataset/Expert/00014015_003_expert.png,dataset/sample_2/00014015_003_s2.png,3,42433,99960,0.507314,0.339867,0.893875,0.477636,0.875142,0.440985,0.507053,0.595998,0.102260,168.751296,1.015699,0.493924,0.094886,0.003808,0.851201,0.936549,0.361335,0.507314,0.933095,0.063451,36119,63841,942302,6314,42433,99960
59,dataset/Expert/00014251_029_expert.png,dataset/sample_2/00014251_029_s2.png,4,126860,266323,0.526747,0.357540,0.819846,0.433978,0.708070,0.321796,0.526052,0.645297,0.143083,207.562039,0.232062,1.063549,0.259376,0.003523,0.816286,0.823407,0.388829,0.526747,0.822545,0.176593,103554,162769,758947,23306,126860,266323
60,dataset/Expert/00014280_000_expert.png,dataset/sample_2/00014280_000_s2.png,4,80972,97922,0.637875,0.468294,0.831202,0.604435,0.884072,0.560180,0.637633,0.905251,0.147111,254.283307,0.603794,0.545760,0.106723,0.002226,0.704639,0.957766,0.582668,0.637875,0.938219,0.042234,57056,40866,926738,23916,80972,97922
61,dataset/Expert/00014447_004_expert.png,dataset/sample_2/00014447_004_s2.png,5,130232,28520,0.165566,0.090255,0.542083,0.126591,0.779256,0.107894,0.165072,0.359303,0.014028,358.220602,1.538278,0.693399,0.152020,0.019764,0.100912,0.983255,0.460799,0.165566,0.873669,0.016745,13142,15378,902966,117090,130232,28520
62,dataset/Expert/00015792_005_expert.png,dataset/sample_2/00015792_005_s2.png,5,71680,83090,0.722401,0.565436,0.876033,0.700411,0.921410,0.667166,0.722241,0.926278,0.176668,103.000000,0.231751,0.405934,0.073218,0.001507,0.779897,0.972170,0.672801,0.722401,0.959026,0.027830,55903,27187,949709,15777,71680,83090
63,dataset/Expert/00016267_000_expert.png,dataset/sample_2/00016267_000_s2.png,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,dataset/Expert/00016429_015_expert.png,dataset/sample_2/00016429_015_s2.png,5,111102,149737,0.639107,0.469623,0.839708,0.589124,0.836570,0.521449,0.638755,0.851882,0.175748,137.032843,0.102352,0.727622,0.150663,0.002214,0.750230,0.929187,0.556656,0.639107,0.910226,0.070813,83352,66385,871089,27750,111102,149737
65,dataset/Expert/00016587_069_expert.png,dataset/sample_2/00016587_069_s2.png,2,43671,66734,0.429564,0.273532,0.750090,0.399321,0.887092,0.372673,0.429329,0.791105,0.055899,124.000000,0.196983,0.479738,0.093287,0.005208,0.542992,0.957189,0.355336,0.429564,0.939939,0.042811,23713,43021,961884,19958,43671,66734
66,dataset/Expert/00016589_005_expert.png,dataset/sample_2/00016589_005_s2.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,dataset/Expert/00017028_000_expert.png,dataset/sample_2/00017028_000_s2.png,3,33925,46114,0.764028,0.618159,0.942984,0.754890,0.964625,0.740214,0.763957,0.847712,0.134647,301.039864,0.240440,0.197008,0.031020,0.001211,0.901282,0.984686,0.663052,0.764028,0.981988,0.015314,30576,15538,999113,3349,33925,46114
68,dataset/Expert/00017137_016_expert.png,dataset/sample_2/00017137_016_s2.png,4,58297,85263,0.458902,0.297776,0.756101,0.420642,0.862813,0.384911,0.458612,0.812162,0.070133,155.955122,0.973951,0.576234,0.116905,0.004624,0.565038,0.947163,0.386334,0.458902,0.925919,0.052837,32940,52323,937956,25357,58297,85263
69,dataset/Expert/00017214_015_expert.png,dataset/sample_2/00017214_015_s2.png,4,79081,75889,0.863574,0.759903,0.918444,0.852693,0.960488,0.832774,0.863495,0.979402,0.257895,295.169443,0.328950,0.244752,0.038461,0.000620,0.846145,0.990743,0.881735,0.863574,0.979837,0.009257,66914,8975,960520,12167,79081,75889
70,dataset/Expert/00017243_010_expert.png,dataset/sample_2/00017243_010_s2.png,3,146754,81945,0.592526,0.420985,0.722978,0.547102,0.838052,0.486610,0.592178,0.716619,0.155832,355.485583,0.858775,0.668081,0.136975,0.002697,0.461691,0.984265,0.826835,0.592526,0.911128,0.015735,67755,14190,887632,78999,146754,81945
71,dataset/Expert/00018063_000_expert.png,dataset/sample_2/00018063_000_s2.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,dataset/Expert/00018366_000_expert.png,dataset/sample_2/00018366_000_s2.png,4,10030,10297,0.671127,0.505035,0.838356,0.667909,0.987331,0.663567,0.671102,0.986865,0.038914,40.459857,0.386982,0.079667,0.011622,0.001922,0.680060,0.996653,0.662426,0.671127,0.993625,0.003347,6821,3476,1035070,3209,10030,10297
73,dataset/Expert/00018980_002_expert.png,dataset/sample_2/00018980_002_s2.png,1,7995,13915,0.272478,0.157728,0.681427,0.265364,0.970059,0.261244,0.272419,0.729804,0.011026,91.787799,2.227724,0.144313,0.022192,0.010471,0.373358,0.989496,0.214517,0.272478,0.984798,0.010504,2985,10930,1029651,5010,7995,13915
74,dataset/Expert/00019013_002_expert.png,dataset/sample_2/00019013_002_s2.png,2,101577,85510,0.659650,0.492148,0.791172,0.626584,0.885925,0.581145,0.659413,0.914120,0.161023,173.184872,0.887139,0.544565,0.105955,0.002023,0.607480,0.974864,0.721623,0.659650,0.939275,0.025136,61706,23804,923195,39871,101577,85510
75,dataset/Expert/00019124_090_expert.png,dataset/sample_2/00019124_090_s2.png,5,55609,54612,0.658259,0.490601,0.816947,0.639304,0.930737,0.613798,0.658119,0.990955,0.120060,89.822046,0.459728,0.354200,0.065112,0.002036,0.652358,0.981535,0.664268,0.658259,0.964078,0.018465,36277,18335,974632,19332,55609,54612
76,dataset/Expert/00019495_004_expert.png,dataset/sample_2/00019495_004_s2.png,2,13523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,dataset/Expert/00019767_016_expert.png,dataset/sample_2/00019767_016_s2.png,4,30283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,dataset/Expert/00020000_000_expert.png,dataset/sample_2/00020000_000_s2.png,2,82502,90398,0.630353,0.460230,0.811676,0.597214,0.885528,0.554323,0.630114,0.954332,0.139856,140.000000,0.946457,0.541491,0.107522,0.002300,0.660517,0.962835,0.602823,0.630353,0.939049,0.037165,54494,35904,930170,28008,82502,90398
79,dataset/Expert/00020124_003_expert.png,dataset/sample_2/00020124_003_s2.png,4,58241,135601,0.477193,0.313364,0.851946,0.433143,0.825387,0.382676,0.476815,0.600912,0.101895,133.753505,0.294668,0.661269,0.136996,0.004296,0.794114,0.909777,0.341074,0.477193,0.903353,0.090223,46250,89351,900984,11991,58241,135601
80,dataset/Expert/00011827_003_expert.png,dataset/sample_3/00011827_003_s3.png,3,0,98281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,dataset/Expert/00011925_072_expert.png,dataset/sample_3/00011925_072_s3.png,5,162894,113144,0.583630,0.412060,0.728853,0.522867,0.804809,0.448463,0.583201,0.819771,0.146134,326.000000,0.917700,0.824351,0.178380,0.002798,0.494506,0.963201,0.711942,0.583630,0.890390,0.036799,80552,32592,853090,82342,162894,113144
82,dataset/Expert/00012045_019_expert.png,dataset/sample_3/00012045_019_s3.png,1,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,dataset/Expert/00012094_040_expert.png,dataset/sample_3/00012094_040_s3.png,5,122966,15729,0.002105,0.001054,0.492176,0,0.770860,0,0.001589,0.226814,0.001983,469.140704,1.506635,0.629857,0.146741,1.858756,0.001187,0.983165,0.009282,0.002105,0.868009,0.016835,146,15583,910027,122820,122966,15729
84,dataset/Expert/00012174_000_expert.png,dataset/sample_3/00012174_000_s3.png,4,103946,102060,0.235750,0.133626,0.575638,0.152507,0.744795,0.124678,0.235163,0.990845,0.013059,436.000000,1.918471,0.900596,0.235961,0.012713,0.233612,0.917664,0.237929,0.235750,0.849854,0.082336,24283,77777,866853,79663,103946,102060
85,dataset/Expert/00012270_005_expert.png,dataset/sample_3/00012270_005_s3.png,4,13755,12768,0.771406,0.627877,0.870638,0.768482,0.988503,0.763925,0.771384,0.962787,0.059652,24.186773,0.615720,0.076412,0.010697,0.001162,0.743730,0.997547,0.801222,0.771406,0.994218,0.002453,10230,2538,1032283,3525,13755,12768
86,dataset/Expert/00012414_000_expert.png,dataset/sample_3/00012414_000_s3.png,1,20172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,dataset/Expert/00012592_005_expert.png,dataset/sample_3/00012592_005_s3.png,4,35547,5896,0.086335,0.045115,0.523137,0.077437,0.930386,0.074526,0.086195,0.284535,0.003598,608.237618,4.103390,0.256510,0.041632,0.041501,0.050328,0.995946,0.303426,0.086335,0.963889,0.004054,1789,4107,1008922,33758,35547,5896
